2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.57905,1.1257,3.5696,1.1579,3.8073,0.65631,0.99199,0.13837,2,2.1663,1.1396,3.6426,0.42161,0.43623,0.063474
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.88239,0.5167,2.7232,1.1579,3.8073,0.65631,0.99199,0.13837,4,1.2501,0.40657,1.4584,1.8547,0.82745,0.68925
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.0090534,0.52835,2.4233,1.1579,3.8073,0.65631,0.99199,0.13837,6,1.3782,2.1825,0.46758,0.21052,1.0449,0.92079
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,1.0009,1.4185,0.93426,1.1579,3.8073,0.65631,0.99199,0.13837,7,0.14729,0.77785,0.56631,0.82745,0.26677,1.1249
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.35162,0.10412,1.2781,1.1579,3.8073,0.65631,0.99199,0.13837,8,2.7229,0.24755,0.52214,1.0842,0.85255,1.3805
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,1.7062,0.05709,0.80535,1.1579,3.8073,0.65631,0.99199,0.13837,10,1.7157,0.43677,1.3142,0.23403,0.5695,0.041716
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.034447,0.8048,1.4526,1.1579,3.8073,0.65631,0.99199,0.13837,11,0.21545,0.26875,3.268,1.6591,0.23757,0.89381
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.99791,0.51191,1.5022,1.1579,3.8073,0.65631,0.99199,0.13837,13,1.4988,0.32938,0.38072,0.36611,0.064564,0.55723
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.35819,0.041978,2.2137,1.1579,3.8073,0.65631,0.99199,0.13837,14,0.38766,0.42131,1.6353,0.30197,0.11082,0.26299
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,2.7951,2.9481,2.9294,1.1579,3.8073,0.65631,0.99199,0.13837,15,0.5318,0.44715,1.5618,1.8937,1.8351,3.9382
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,1.9253,0.69271,2.2702,1.1579,3.8073,0.65631,0.99199,0.13837,16,1.7193,0.59626,3.5663,1.3366,0.20092,0.99115
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.30123,0.34285,0.28575,1.1579,3.8073,0.65631,0.99199,0.13837,17,0.54185,0.0044731,0.94082,1.6536,0.44487,2.6453
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.78547,1.0953,1.6854,1.1579,3.8073,0.65631,0.99199,0.13837,19,0.026822,0.043627,0.80178,1.2596,0.55077,3.4951
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.83549,0.29018,3.0149,1.1579,3.8073,0.65631,0.99199,0.13837,20,1.219,0.33902,0.1039,1.8324,0.12719,0.62697
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.28732,0.48319,2.9911,1.1579,3.8073,0.65631,0.99199,0.13837,23,1.3041,0.78091,2.5643,0.017586,0.29882,0.63932
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.57831,0.67079,0.94155,1.1579,3.8073,0.65631,0.99199,0.13837,26,0.2692,0.54627,2.24,0.28379,2.291,1.0657
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,3.5534,2.6478,0.95377,1.1579,3.8073,0.65631,0.99199,0.13837,27,0.48759,0.25508,1.9315,0.28276,0.095238,0.0091453
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,1.1934,1.1188,0.92503,1.1579,3.8073,0.65631,0.99199,0.13837,31,3.8599,0.16873,0.30271,1.1071,1.4232,0.062186
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.67046,0.97705,0.61835,1.1579,3.8073,0.65631,0.99199,0.13837,33,0.86298,0.18241,4.0375,0.57934,2.7969,0.81599
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.53131,0.8195,6.3657,1.1579,3.8073,0.65631,0.99199,0.13837,36,1.8049,0.071466,0.66527,4.4653,0.81279,0.12328
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,2.2574,0.56226,3.0807,1.1579,3.8073,0.65631,0.99199,0.13837,38,0.41655,1.7436,1.8767,1.4807,2.1938,2.9064
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.68737,1.7651,2.8931,1.1579,3.8073,0.65631,0.99199,0.13837,39,0.47752,1.0865,1.0116,0.53368,2.8171,0.16019
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.5995,0.44898,1.2378,1.1579,3.8073,0.65631,0.99199,0.13837,40,1.2725,0.22503,0.31307,1.6742,0.46921,0.080975
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,1.8116,1.1862,1.4081,1.1579,3.8073,0.65631,0.99199,0.13837,41,1.3866,1.0586,0.90151,1.7261,1.4974,0.85906
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.091665,1.2682,1.487,1.1579,3.8073,0.65631,0.99199,0.13837,43,0.2036,0.20939,0.090479,1.3806,1.1914,0.62972
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.68015,5.7576,0.69269,1.1579,3.8073,0.65631,0.99199,0.13837,44,0.30127,0.31087,0.79681,0.62261,2.4768,0.11171
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.109,0.016559,1.7716,1.1579,3.8073,0.65631,0.99199,0.13837,45,0.95029,0.51368,0.83514,0.40153,1.9551,1.7552
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.72757,0.19725,0.84723,1.1579,3.8073,0.65631,0.99199,0.13837,47,0.035202,0.21128,0.76932,0.42876,0.09866,0.0029437
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.042204,0.047857,1.9371,1.1579,3.8073,0.65631,0.99199,0.13837,48,2.5019,0.34059,0.18904,0.88924,0.06149,5.653
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.28536,2.6942,0.98314,1.1579,3.8073,0.65631,0.99199,0.13837,50,1.03,0.91981,1.4378,0.39825,0.73046,0.437
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,0.030559,0.84331,0.90833,1.1579,3.8073,0.65631,0.99199,0.13837,51,0.42694,0.29076,2.507,0.88726,0.088714,0.37387
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,1.1208,0.36087,1.6604,1.1579,3.8073,0.65631,0.99199,0.13837,52,0.15767,0.84129,2.8115,0.65454,0.51308,0.3697
