1,1,0.18204
1,2,0.10443
1,3,0.04917
1,4,0.02843
1,5,0.019876
1,6,0.014402
1,7,0.010256
1,8,0.0054994
2,1,0.23406
2,2,0.14393
2,3,0.079781
2,4,0.055724
2,5,0.045806
2,6,0.039461
2,7,0.034656
2,8,0.029144
3,1,0.0012357
3,2,0.0007316
3,3,0.00035192
3,4,0.00020431
3,5,0.00014255
3,6,0.00010275
3,7,7.2457e-05
3,8,3.7548e-05
4,1,0.0030674
4,2,0.0017635
4,3,0.00083515
4,4,0.00048672
4,5,0.00034302
4,6,0.00025106
4,7,0.00018141
4,8,0.00010151
5,1,0.54398
5,2,0.3894
5,3,0.27877
5,4,0.23714
5,5,0.21997
5,6,0.20897
5,7,0.20064
5,8,0.19108
6,1,0.85932
6,2,0.51825
6,3,0.27554
6,4,0.18451
6,5,0.14698
6,6,0.12297
6,7,0.10479
6,8,0.083928
7,1,0.0029131
7,2,0.002061
7,3,0.0014323
7,4,0.0011914
7,5,0.0010912
7,6,0.0010269
7,7,0.000978
7,8,0.00092181
8,1,0.97047
8,2,0.6314
8,3,0.38966
8,4,0.29891
8,5,0.26148
8,6,0.23753
8,7,0.21939
8,8,0.19859
9,1,0.58995
9,2,0.35832
9,3,0.19345
9,4,0.13162
9,5,0.10612
9,6,0.08981
9,7,0.077457
9,8,0.063287
10,1,0.0060576
10,2,0.0036333
10,3,0.0019015
10,4,0.0012506
10,5,0.00098197
10,6,0.00081003
10,7,0.00067979
10,8,0.00053035
11,1,0.26712
11,2,0.1549
11,3,0.075042
11,4,0.045086
11,5,0.032734
11,6,0.02483
11,7,0.018845
11,8,0.011978
12,1,0.007227
12,2,0.0062974
12,3,0.0055889
12,4,0.0053108
12,5,0.005194
12,6,0.0051185
12,7,0.005061
12,8,0.0049946
13,1,0.0084517
13,2,0.0074955
13,3,0.0067965
13,4,0.0065303
13,5,0.0064198
13,6,0.006349
13,7,0.0062952
13,8,0.0062334
14,1,0.7326
14,2,0.47191
14,3,0.28609
14,4,0.21634
14,5,0.18758
14,6,0.16917
14,7,0.15523
14,8,0.13924
15,1,0.019935
15,2,0.011459
15,3,0.0054218
15,4,0.0031556
15,5,0.0022208
15,6,0.0016226
15,7,0.0011695
15,8,0.00064968
16,1,0.00031403
16,2,0.00018458
16,3,9.1144e-05
16,4,5.5799e-05
16,5,4.1177e-05
16,6,3.1807e-05
16,7,2.4702e-05
16,8,1.6545e-05
17,1,0.071672
17,2,0.050697
17,3,0.035696
17,4,0.030055
17,5,0.027726
17,6,0.026236
17,7,0.025108
17,8,0.023812
18,1,0.039082
18,2,0.034153
18,3,0.030363
18,4,0.028868
18,5,0.028238
18,6,0.027831
18,7,0.027521
18,8,0.027162
19,1,0.00024279
19,2,0.00017872
19,3,0.0001187
19,4,8.9814e-05
19,5,7.6116e-05
19,6,6.6595e-05
