2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,2,2.1663,1.1396,3.6426,0.42161,0.43623,0.57905,1.1257,3.5696,0.063474,0.15658
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,4,1.2501,0.40657,1.4584,1.8547,0.82745,0.88239,0.5167,2.7232,0.68925,0.64355
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,6,1.3782,2.1825,0.46758,0.21052,1.0449,0.0090534,0.52835,2.4233,0.92079,0.84101
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,7,0.14729,0.77785,0.56631,0.82745,0.26677,1.0009,1.4185,0.93426,1.1249,1.6396
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,8,2.7229,0.24755,0.52214,1.0842,0.85255,0.35162,0.10412,1.2781,1.3805,0.80678
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,10,1.7157,0.43677,1.3142,0.23403,0.5695,1.7062,0.05709,0.80535,0.041716,0.34812
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,11,0.21545,0.26875,3.268,1.6591,0.23757,0.034447,0.8048,1.4526,0.89381,2.1235
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,13,1.4988,0.32938,0.38072,0.36611,0.064564,0.99791,0.51191,1.5022,0.55723,1.4008
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,14,0.38766,0.42131,1.6353,0.30197,0.11082,0.35819,0.041978,2.2137,0.26299,0.091841
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,15,0.5318,0.44715,1.5618,1.8937,1.8351,2.7951,2.9481,2.9294,3.9382,0.54758
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,16,1.7193,0.59626,3.5663,1.3366,0.20092,1.9253,0.69271,2.2702,0.99115,1.7078
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,17,0.54185,0.0044731,0.94082,1.6536,0.44487,0.30123,0.34285,0.28575,2.6453,0.88155
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,19,0.026822,0.043627,0.80178,1.2596,0.55077,0.78547,1.0953,1.6854,3.4951,0.30056
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,20,1.219,0.33902,0.1039,1.8324,0.12719,0.83549,0.29018,3.0149,0.62697,0.71977
2.6921,0.00077557,0.4219,0.30494,0.84059,0.14766,0.20398,2.1623,0.52051,2.0838,0.66151,2.9063,0.71297,23,1.3041,0.78091,2.5643,0.017586,0.29882,0.28732,0.48319,2.9911,0.63932,2.3648
