1,1.0117e+07
2,1.0109e+07
3,1.0546e+06
4,4.2026e+06
5,9.2558e+06
6,5.1846e+05
7,1392.1
8,5.4451e+06
9,3.4585e+06
10,9.6761e+06
11,1.0111e+07
12,2.5551e+06
13,9.5486e+06
14,8.4547e+06
15,4.8487e+06
16,1.2686e+06
17,9.5586e+06
18,1.0111e+07
19,1.01e+07
20,9.5433e+06
21,3.6989e+06
22,1.0111e+07
23,1.0049e+07
24,1.0107e+07
25,9.9863e+06
26,9.9113e+06
27,1.2998e+06
28,1.011e+07
29,7.8286e+05
30,9.5775e+06
31,9.1509e+06
32,1.0049e+07
33,1.0111e+07
34,1.4923e+06
35,9.6024e+06
36,1.0111e+07
37,1.0064e+07
38,5.4631e+06
39,4.6608e+05
40,1.0111e+07
41,1.0111e+07
42,1.011e+07
43,1.1273e+05
44,1.011e+07
45,4.9949e+06
46,1.0083e+07
47,9.8109e+06
48,9.9376e+06
49,1.011e+07
50,1.0106e+07
51,9.9179e+06
52,82146
53,7.045e+06
54,1.0102e+07
55,1.0117e+07
56,9.6118e+06
57,1.007e+07
58,1.011e+07
59,2.0686e+06
60,9.5182e+06
61,1.0107e+07
62,9.0306e+06
63,9.9246e+06
64,7.0993e+06
65,2.0164e+05
66,9.4132e+06
67,1.0099e+07
68,9.0858e+06
69,1.4339e+06
70,9.6377e+06
71,6.921e+06
72,1.0083e+07
73,3.3401e+06
74,2.4799e+06
75,1.01e+07
76,1.0111e+07
77,7.3119e+05
78,9.9979e+06
79,1.0109e+07
80,2.5932e+06
81,1.6797e+05
82,4.5833e+05
83,7.8096e+06
84,1.011e+07
85,1.0046e+07
86,1.0037e+07
87,1.0005e+07
88,7.6849e+05
89,9.3149e+06
90,1.0109e+07
91,1.0114e+07
92,1.0105e+07
93,1.0083e+07
94,9.4355e+06
95,1.011e+07
96,3.7625e+06
97,1.0111e+07
98,1.001e+07
99,2.5416e+06
100,9.374e+06
101,1.0092e+07
102,7.0446e+06
103,1.6435e+05
104,1.0102e+07
105,9.985e+06
106,1.0116e+07
107,1.0043e+07
108,9.9943e+06
109,5.9122e+06
110,8.7603e+05
111,1.0111e+07
112,1.0052e+07
113,3.6781e+05
114,30052
115,1.3686e+06
116,1.0111e+07
117,1.011e+07
118,97292
119,8.7113e+06
120,2.2287e+06
121,1.0093e+07
122,1.0111e+07
123,1.0057e+07
124,4.6114e+06
125,8.7204e+06
126,1.0111e+07
127,8.6107e+06
128,9.9259e+06
129,1.0101e+07
130,19060
131,1.0105e+07
132,8.5731e+06
133,1.0105e+07
134,1.0097e+07
135,1.2217e+06
136,8.9176e+06
137,4.6583e+06
138,3.5641e+06
139,8.4336e+06
140,3.8996e+05
141,1.0072e+07
142,3.6579e+06
143,2.6508e+05
144,3.231e+06
145,4.7858e+06
146,9.9664e+06
147,9.9434e+06
148,2.3926e+06
149,9.5375e+06
150,5.661e+05
151,1.0048e+07
152,1.5056e+05
153,1.002e+07
154,6.895e+06
155,8.7427e+06
156,5.1777e+05
157,1.0084e+07
158,5.3833e+06
159,1.0111e+07
160,9.3933e+06
161,1.0076e+07
162,1.0002e+07
163,4.7671e+05
164,1.011e+07
165,3.4471e+06
166,1.0102e+07
167,1.0108e+07
168,1.0114e+07
169,1.0111e+07
170,1.0092e+07
171,1.0111e+07
172,8.9366e+06
173,9.5188e+06
174,5.0732e+06
175,8.6631e+06
176,9.638e+06
177,9.5994e+05
178,1.0113e+07
179,5.8344e+06
180,9.6187e+06
181,1.011e+07
182,6.642e+06
183,9.4385e+06
184,6.0801e+06
185,1.0111e+07
186,9.9342e+06
187,7.8867e+06
188,1.0058e+07
189,3291.2
190,1.0107e+07
191,4.8999e+06
192,8.6057e+06
193,9.947e+06
194,1.0111e+07
195,7.9488e+05
196,1.0102e+07
197,9.187e+06
198,1.0085e+07
199,1.0111e+07
200,1.0103e+07
201,3.3508e+06
202,2.6079e+05
203,8.5239e+06
204,1.1746e+06
205,88226
206,2.5086e+06
207,7.179e+06
208,1.2371e+05
209,1.0108e+07
210,1.9218e+06
211,7.881e+06
212,1.0107e+07
213,1.0093e+07
214,9.9409e+06
215,8.2908e+05
216,8.2083e+06
217,69032
218,8.7877e+06
219,7.244e+06
220,1.011e+07
221,2e+06
222,6.1348e+06
223,9.9312e+06
224,8.7599e+06
225,1.011e+07
226,75159
227,1.0665e+05
228,3.8382e+05
229,9.5262e+06
230,9.9967e+06
231,1.0117e+07
232,1.0089e+07
233,1.0106e+07
234,1.0024e+07
235,2.598e+06
236,4.7728e+06
237,9.9153e+06
238,9.0096e+05
239,1.4669e+06
240,1.0109e+07
241,1.0106e+07
242,1.005e+07
243,1.0111e+07
244,1.0025e+07
245,1.0106e+07
246,87194
247,5.1363e+06
248,9.6389e+06
249,1.0111e+07
250,1.0015e+07
251,1.009e+07
252,1.0102e+07
253,9.9568e+06
254,1.0057e+07
255,9.7605e+06
256,1.0109e+07
257,8.6995e+05
258,1.0115e+07
259,7.4525e+05
260,1.5854e+06
261,1.012e+07
262,8.74e+06
263,9.9457e+06
264,1.0113e+07
265,1.011e+07
266,9.7527e+06
267,4.6892e+05
268,1.0004e+07
269,1.0034e+07
270,1.0111e+07
271,1.0077e+07
272,9.3608e+06
273,1.0117e+07
274,1.0111e+07
275,1.0111e+07
276,1.0111e+07
277,9.9961e+06
278,1.351e+05
279,1.0111e+07
280,1.0002e+07
281,8.7449e+06
282,1.0115e+07
283,9.931e+06
284,95355
285,1.4567e+06
286,1.009e+07
287,7.3439e+06
288,9.7045e+06
289,9.9867e+06
290,9.4428e+06
291,1.011e+07
292,7.0411e+06
293,9.9043e+06
294,1.7385e+06
295,9.7462e+06
296,90054
297,1.354e+06
298,1.0098e+07
299,1.011e+07
300,19379
301,1.0111e+07
302,1.8413e+06
303,2.2086e+05
304,1.7593e+06
305,6.378e+06
306,1.0109e+07
307,1.0106e+07
308,9.5919e+06
309,9.6619e+06
310,1.0103e+07
311,1.011e+07
312,1.0111e+07
313,3.5438e+05
314,1.0037e+07
315,5.4911e+06
316,1.9681e+06
317,1.0095e+07
318,7.4646e+06
319,3.4421e+06
320,1.004e+07
321,6.919e+06
322,1.0104e+07
323,6.6952e+06
324,91151
325,1.0098e+07
326,4.2106e+06
327,27103
328,7.3206e+06
329,7.2632e+06
330,1.0111e+07
331,4.9454e+06
332,7.8662e+06
333,4.8503e+06
334,4.1038e+06
335,1.0111e+07
336,1.0106e+07
337,1.0105e+07
338,9.4479e+06
339,1.0111e+07
340,1.0108e+07
341,2.3417e+06
342,1.0074e+07
343,3.9365e+05
344,15140
345,1.0111e+07
346,1.0111e+07
347,8.2717e+06
348,4.5137e+06
349,1.0102e+07
350,1.0044e+07
351,1.0111e+07
352,73665
353,9.6263e+06
354,1.0108e+07
355,2.7022e+06
356,4.8277e+06
357,1.0116e+07
358,1.0111e+07
359,1.0111e+07
360,9.9689e+06
361,6.8905e+06
